[00:00:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[04:56:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[04:57:03] [Server thread/INFO]: [Server] [System] We take backup of this server soon. 10 seconds left.
[04:57:03] [Server thread/INFO]: Automatic saving is now disabled
[04:57:04] [Server thread/INFO]: Saving the game (this may take a moment!)
[04:57:04] [Server thread/INFO]: Saved the game
[04:57:16] [Server thread/INFO]: Automatic saving is now enabled
[04:57:17] [Server thread/INFO]: Unknown command
[04:57:17] [Server thread/INFO]: [System] We just finish to make backup. Please take a fun.<--[HERE]
[04:57:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[04:58:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[04:59:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[04:59:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:00:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:01:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:02:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:02:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:03:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:04:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:05:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:05:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:06:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:07:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:08:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:08:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:09:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:10:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:11:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:11:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:12:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:13:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:14:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:14:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:15:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:16:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:17:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:17:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:18:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:19:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:20:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:20:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:21:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:22:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:23:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:23:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:24:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:25:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:26:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:26:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:27:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:28:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:29:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:29:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:30:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:31:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:32:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:32:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:33:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:34:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:35:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:35:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:36:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:37:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:38:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:38:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:39:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:40:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:41:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:41:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:42:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:43:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:44:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:44:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:45:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:46:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:47:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:47:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:48:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:49:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:50:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:50:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:51:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:52:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:53:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:53:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:54:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:55:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:56:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:56:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:57:02] [Server thread/INFO]: [Server] [System] We take backup of this server soon. 10 seconds left.
[05:57:03] [Server thread/INFO]: Automatic saving is now disabled
[05:57:04] [Server thread/INFO]: Saving the game (this may take a moment!)
[05:57:04] [Server thread/INFO]: Saved the game
[05:57:16] [Server thread/INFO]: Automatic saving is now enabled
[05:57:16] [Server thread/INFO]: Unknown command
[05:57:16] [Server thread/INFO]: [System] We just finish to make backup. Please take a fun.<--[HERE]
[05:57:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:58:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:59:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[05:59:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:00:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:01:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:02:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:02:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:03:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:04:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:05:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:05:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:06:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:07:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:08:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:08:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:09:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:10:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:11:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:11:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:12:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:13:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:14:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:14:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:15:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:16:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:17:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:17:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:18:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:19:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:20:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:20:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:21:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:22:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:23:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:23:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:24:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:25:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:26:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:26:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:27:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:28:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:29:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:29:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:30:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:31:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:32:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:32:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:33:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:34:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:35:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:35:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:36:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:37:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:38:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:38:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:39:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:40:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:41:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:41:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:42:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:43:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:44:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:44:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:45:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:46:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:47:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:47:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:48:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:49:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:50:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:50:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:51:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:52:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:53:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:53:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:54:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:55:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:56:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:56:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:57:03] [Server thread/INFO]: [Server] [System] We take backup of this server soon. 10 seconds left.
[06:57:03] [Server thread/INFO]: Automatic saving is now disabled
[06:57:04] [Server thread/INFO]: Saving the game (this may take a moment!)
[06:57:04] [Server thread/INFO]: Saved the game
[06:57:16] [Server thread/INFO]: Automatic saving is now enabled
[06:57:17] [Server thread/INFO]: Unknown command
[06:57:17] [Server thread/INFO]: [System] We just finish to make backup. Please take a fun.<--[HERE]
[06:57:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:58:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:59:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[06:59:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:00:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:01:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:02:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:02:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:03:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:04:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:05:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:05:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:06:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:07:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:08:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:08:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:09:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:10:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:11:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:11:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:12:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:13:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:14:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:14:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:15:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:16:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:17:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:17:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:18:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:19:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:20:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:20:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:21:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:22:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:23:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:23:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:24:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:25:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:26:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:26:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:27:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:28:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:29:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:29:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:30:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:31:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:32:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:32:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:33:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:34:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:35:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:35:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:36:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:37:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:38:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:38:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:39:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:40:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:41:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:41:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:42:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:43:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:44:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:44:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:45:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:46:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:47:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:47:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:48:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:49:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:50:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:50:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:51:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:52:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:53:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:53:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:54:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:55:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:56:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:56:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:57:03] [Server thread/INFO]: [Server] [System] We take backup of this server soon. 10 seconds left.
[07:57:03] [Server thread/INFO]: Automatic saving is now disabled
[07:57:04] [Server thread/INFO]: Saving the game (this may take a moment!)
[07:57:04] [Server thread/INFO]: Saved the game
[07:57:16] [Server thread/INFO]: Automatic saving is now enabled
[07:57:17] [Server thread/INFO]: Unknown command
[07:57:17] [Server thread/INFO]: [System] We just finish to make backup. Please take a fun.<--[HERE]
[07:57:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:58:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:59:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[07:59:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:00:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:01:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:02:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:02:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:03:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:04:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:05:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:05:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:06:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:07:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:08:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:08:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:09:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:10:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:11:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:11:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:12:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:13:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:14:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:14:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:15:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:16:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:17:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:17:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:18:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:19:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:20:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:20:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:21:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:22:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:23:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:23:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:24:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:25:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:26:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:26:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:27:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:28:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:29:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:29:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:30:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:31:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:32:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:32:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:33:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:34:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:35:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:35:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:36:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:37:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:38:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:38:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:39:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:40:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:41:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:41:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:42:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:43:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:44:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:44:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:45:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:46:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:47:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:47:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:48:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:49:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:50:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:50:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:51:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:52:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:53:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:53:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:54:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:55:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:56:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:56:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:57:03] [Server thread/INFO]: [Server] [System] We take backup of this server soon. 10 seconds left.
[08:57:03] [Server thread/INFO]: Automatic saving is now disabled
[08:57:04] [Server thread/INFO]: Saving the game (this may take a moment!)
[08:57:04] [Server thread/INFO]: Saved the game
[08:57:16] [Server thread/INFO]: Automatic saving is now enabled
[08:57:17] [Server thread/INFO]: Unknown command
[08:57:17] [Server thread/INFO]: [System] We just finish to make backup. Please take a fun.<--[HERE]
[08:57:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:58:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:59:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[08:59:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:00:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:01:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:02:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:02:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:03:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:04:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:05:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:05:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:06:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:07:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:08:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:08:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:09:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:10:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:11:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:11:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:12:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:13:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:14:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:14:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:15:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:16:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:17:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:17:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:18:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:19:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:20:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:20:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:21:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:22:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:23:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:23:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:24:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:25:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:26:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:26:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:27:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:28:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:29:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:29:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:30:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:31:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:32:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:32:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:33:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:34:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:35:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:35:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:36:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:37:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:38:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:38:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:39:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:40:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:41:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:41:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:42:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:43:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:44:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:44:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:45:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:46:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:47:13] [Server thread/WARN]: The save is being accessed from another location, aborting
